,Tweet,Extracted Date/Time,Date/Time,MRT_Line,Status,From_Stn,To_Stn,Duration,New_Fr_Stn,New_To_Stn
515,[NSL] CLEARED: Train services from #Bishan to #Sembawang have resumed.,7:33 AM - 28 Mar 2017,2017-03-28 07:33:00,NSL,cleared,,,0.0,,
516,"[NSL]UPDATE:Fault cleared, trains are progressively returning to normal speed. Pls add 10mins travel time from #Bishan to #Sembawang.",7:22 AM - 28 Mar 2017,2017-03-28 07:22:00,NSL,cleared,,,98.0,Sembawang,JurongEast
517,[NSL] UPDATE: Pls cater 15 mins additional travel time from #Bishan to #Sembawang. We are working to recover service.,6:58 AM - 28 Mar 2017,2017-03-28 06:58:00,NSL,update,Bishan,Sembawang,0,None,None
518,[NSL]UPDATE:Due to a signalling fault at #Sembawang.Pls add 15mins travel time from #Bishan to #Sembawang.Train svc is still available.,6:40 AM - 28 Mar 2017,2017-03-28 06:40:00,NSL,update,Bishan,Sembawang,0,None,None
519,[NSL] UPDATE: Pls cater 15 mins additional travel time from #Bishan towards #Sembawang. We are working to recover service.,6:21 AM - 28 Mar 2017,2017-03-28 06:21:00,NSL,update,Bishan,Sembawang,0,None,None
520,"[NSL]UPDATE:Pls add 15mins travel time from #Bishan towards #Sembawang,due to a signalling fault at #Sembawang.Train svc is still available.",6:03 AM - 28 Mar 2017,2017-03-28 06:03:00,NSL,update,Bishan,Sembawang,0,None,None
521,"[NSL]: Due to a signalling fault,pls add 15mins travel time from#Bishan to #Sembawang towards #JurongEast.Train service is still available.",5:44 AM - 28 Mar 2017,2017-03-28 05:44:00,NSL,update,Sembawang,JurongEast,0,None,None
522,[NSL] CLEARED: Free regular bus service has ceased. We apologise for the inconvenience.,4:50 PM - 12 Feb 2017,2017-02-12 16:50:00,NSL,cleared,,,52.0,JurongEast,AngMoKio
523,[NSL]UPDATE: Free regular bus is available between #Woodlands and #Yishun in both direction due to a train fault at #Admiralty,4:07 PM - 12 Feb 2017,2017-02-12 16:07:00,NSL,update,Woodlands,Yishun,0,None,None
524,[NSL]: Pls add 20mins travelling time from #JurongEast to #AngMoKio towards #MarinaSouthPier due to a train fault.,3:58 PM - 12 Feb 2017,2017-02-12 15:58:00,NSL,update,JurongEast,AngMoKio,0,None,None
525,[NSL] CLEARED: Train services from #Newton towards #MarinaSouthPier have resumed. Free regular bus services have ceased.,4:51 PM - 9 Feb 2017,2017-02-09 16:51:00,NSL,cleared,,,0.0,,
526,[NSL] UPDATE: Fault cleared. Free regular bus services are still available between #Newton & #RafflesPlace.,4:30 PM - 9 Feb 2017,2017-02-09 16:30:00,NSL,cleared,,,0.0,,
527,"[NSL]UPDATE:Fault cleared,trains are progressively returning to normal speed.",4:27 PM - 9 Feb 2017,2017-02-09 16:27:00,NSL,cleared,,,14.0,Newton,MarinaSouthPier
528,[NSL] UPDATE: Free regular bus services are available between #Newton & #RafflesPlace.,4:21 PM - 9 Feb 2017,2017-02-09 16:21:00,NSL,update,Newton,RafflesPlace,0,None,None
529,[NSL] UPDATE: Free regular bus services are available between #Newton & #MarinaSouthPier.,4:15 PM - 9 Feb 2017,2017-02-09 16:15:00,NSL,update,Newton,MarinaSouthPier,0,None,None
530,[NSL] UPDATE: Free regular bus services are available from #Newton towards #MarinaSouthPier.,4:13 PM - 9 Feb 2017,2017-02-09 16:13:00,NSL,update,Newton,MarinaSouthPier,0,None,None
531,"[NSL] CLEARED: Train service from #CityHall to #AngMoKio has resumed. For your safety, trains will travel slower from #Bishan to #AngMoKio.",7:08 AM - 13 Jan 2017,2017-01-13 07:08:00,NSL,cleared,,,0.0,,
532,"[NSL]UPDATE:Fault cleared, trains are progressively returning to normal speed. Pls add 10mins travel time from #CityHall to #AngMoKio.",4:54 AM - 13 Jan 2017,2017-01-13 04:54:00,NSL,cleared,,,0.0,,
533,"[NSL]UPDATE:Fault cleared, trains are progressively returning to normal speed. Pls add 15mins travel time from #CityHall to #AngMoKio.",4:39 AM - 13 Jan 2017,2017-01-13 04:39:00,NSL,cleared,,,10.0,CityHall,AngMoKio
534,"[NSL]: Due to a track fault, pls add 15mins additional travel time between #CityHall & #AngMoKio. Train service is still available.",4:29 AM - 13 Jan 2017,2017-01-13 04:29:00,NSL,update,CityHall,AngMoKio,0,None,None
535,[NSL] CLEARED: Train service between Woodland and Jurong East has resumed. Free regular bus service has ceased.,6:36 PM - 29 Aug 2016,2016-08-29 18:36:00,NSL,cleared,,,91.0,Woodland,Jurong
536,[NSL] UPDATE: Free regular bus services are available between #Woodland and #Jurong East.,5:05 PM - 29 Aug 2016,2016-08-29 17:05:00,NSL,update,Woodland,Jurong,0,None,None
537,"[NSL]:Fault cleared but trains & stations are still crowded.Due to congestion,estimate 20mins additional travel time between WDL & JUR.",4:50 PM - 29 Aug 2016,2016-08-29 16:50:00,NSL,cleared,,,0.0,,
538,"[NSL]:Fault cleared but trains & stations are still crowded.Due to congestion,estimate 15mins additional travel time between WDL & JUR.",4:47 PM - 29 Aug 2016,2016-08-29 16:47:00,NSL,cleared,,,0.0,,
539,[NSL] CLEARED :Train service between #YewTee and #BukitGombak has resumed. Free regular bus service is still available.,3:23 PM - 29 Aug 2016,2016-08-29 15:23:00,NSL,cleared,,,15.0,YewTee,BukitGombak
540,[NSL]: No train service from #YewTee to #BukitGombak due to track fault until 6:15AM.Free bus service is available.,3:08 PM - 29 Aug 2016,2016-08-29 15:08:00,NSL,update,YewTee,BukitGombak,0,None,None
541,"[NSL] CLEARED: Train service from #MarinaSouthPier to #Braddell, towards #JurongEast has resumed.",7:09 PM - 15 Aug 2016,2016-08-15 19:09:00,NSL,cleared,,,85.0,MarinaSouthPier,Braddell
542,[NSL]Update: Estimate 5 mins additional travel time from #MarinaSouthPier to #Braddell towards #JurongEast due to earlier track fault.,6:57 PM - 15 Aug 2016,2016-08-15 18:57:00,NSL,update,MarinaSouthPier,Braddell,0,None,None
543,[NSL]: Estimate 10 mins additional travel time from #MarinaSouthPier to #Braddell towards #JurongEast due to a track fault near Braddell.,5:44 PM - 15 Aug 2016,2016-08-15 17:44:00,NSL,update,MarinaSouthPier,Braddell,0,None,None
544,[NSL] CLEARED: Train service from #Yishun to #Bishan is operating normally now.,9:13 PM - 5 Aug 2016,2016-08-05 21:13:00,NSL,cleared,,,0.0,,
545,[NSL] CLEARED: Train service from #AngMoKio to #Admiralty on the NSL is running normally now.,10:47 PM - 1 Aug 2016,2016-08-01 22:47:00,NSL,cleared,,,22.0,AngMoKio,Admiralty
546,[NSL]: Estimate 15mins additional travelling time from #AngMoKio to #Admiralty towards #JurongEast.,10:25 PM - 1 Aug 2016,2016-08-01 22:25:00,NSL,update,AngMoKio,Admiralty,0,None,None
547,[NSL] CLEARED: Train service between #Yishun and #Woodlands on the NSL is running normally now.,7:35 PM - 1 Aug 2016,2016-08-01 19:35:00,NSL,cleared,,,0.0,,
548,[NSL] CLEARED: Train service on the NSL has resumed. Additional 5mins travelling time from #Yishun to #Woodlands due to earlier fault.,6:57 PM - 1 Aug 2016,2016-08-01 18:57:00,NSL,cleared,,,0.0,,
549,[NSL] CLEARED: Train service on the NSL has resumed. Additional 5mins travelling time between #Yishun and #Woodlands due to earlier fault.,6:29 PM - 1 Aug 2016,2016-08-01 18:29:00,NSL,cleared,,,0.0,,
550,[NSL] CLEARED: Train service on the NSL has resumed. Additional 10mins travelling time between #Yishun and #Woodlands due to earlier fault.,6:19 PM - 1 Aug 2016,2016-08-01 18:19:00,NSL,cleared,,,21.0,Yishun,Woodlands
551,[NSL]: Estimate 10 mins additional travelling time between #Yishun and #Woodlands due to a track fault.,5:58 PM - 1 Aug 2016,2016-08-01 17:58:00,NSL,update,Yishun,Woodlands,0,None,None
552,[NSL] CLEARED: Free bus service between Marina Bay and Marina South Pier has ceased.,1:28 AM - 26 Jul 2016,2016-07-26 01:28:00,NSL,cleared,,,0.0,,
553,[NSL] CLEARED: Train service between Marina Bay and Marina South Pier has resumed. Free buses are still available.,1:18 AM - 26 Jul 2016,2016-07-26 01:18:00,NSL,cleared,,,0.0,,
554,[NSL] CLEARED: Train service between #MarinaBay and #MarinaSouthPier have resumed. Free regular bus service has ceased.,5:14 PM - 20 Jul 2016,2016-07-20 17:14:00,NSL,cleared,,,0.0,,
555,[NSL] CLEARED: Train service between #MarinaBay and #MarinaSouthPier is running normally. Free regular buses are still available.,5:02 PM - 20 Jul 2016,2016-07-20 17:02:00,NSL,cleared,,,18.0,MarinaBay,MarinaSouthPier
556,[NSL] UPDATE: No train service between #MarinaBay and #MarinaSouthPier due to a train fault. Expected resumption time: 8.05am.,4:55 PM - 20 Jul 2016,2016-07-20 16:55:00,NSL,update,MarinaBay,MarinaSouthPier,0,None,None
557,[NSL] UPDATE: No train service between #MarinaBay and #MarinaSouthPier due to a train fault. Free regular buses are available.,4:51 PM - 20 Jul 2016,2016-07-20 16:51:00,NSL,update,MarinaBay,MarinaSouthPier,0,None,None
558,[NSL]: No train service between #MarinaBay and #MarinaSouthPier due to a train fault.,4:44 PM - 20 Jul 2016,2016-07-20 16:44:00,NSL,update,MarinaBay,MarinaSouthPier,0,None,None
559,[NSL] CLEARED: Normal train service from #Bishan to #Khatib towards #JurongEast has resumed.,9:07 PM - 12 Jul 2016,2016-07-12 21:07:00,NSL,cleared,,,30.0,Bishan,Khatib
560,[NSL] UPDATE: Estimate 5 mins additional travel time from #Bishan to #Khatib towards Jurong East due to a track fault.,8:37 PM - 12 Jul 2016,2016-07-12 20:37:00,NSL,update,Bishan,Khatib,0,None,None
561,[NSL] UPDATE: South Bound normal service resumed. Estimate 10 mins additional travel time from #Bishan to #Khatib towards Jurong East.,8:22 PM - 12 Jul 2016,2016-07-12 20:22:00,NSL,cleared,,,10.0,Bishan,Khatib
562,[NSL] UPDATE: Estimate 10 mins additional travel time from #Bishan to #Khatib towards Jurong East. We are working to recover service.,8:12 PM - 12 Jul 2016,2016-07-12 20:12:00,NSL,update,Bishan,Khatib,0,None,None
563,[NSL] CLEARED: Normal train service from #YioChuKang to #AngMoKio towards #MarinaBay has resumed.,7:49 AM - 29 Jun 2016,2016-06-29 07:49:00,NSL,cleared,,,90.0,Woodlands,AngMoKio
564,[NSL]Update: Estimate 5 mins additional travelling time from #YioChuKang to #AngMoKio towards #MarinaBay due to a track fault.,7:27 AM - 29 Jun 2016,2016-06-29 07:27:00,NSL,update,YioChuKang,AngMoKio,0,None,None
565,[NSL]Update: Estimate 10 mins additional travelling time from #Yishun to #AngMoKio towards #MarinaBay due to a track fault.,7:03 AM - 29 Jun 2016,2016-06-29 07:03:00,NSL,update,Yishun,AngMoKio,0,None,None
566,[NSL]: Estimate 15 mins additional travelling time from #Woodlands to #AngMoKio towards #MarinaBay due to a track fault.,6:19 AM - 29 Jun 2016,2016-06-29 06:19:00,NSL,update,Woodlands,AngMoKio,0,None,None
567,[NSL] CLEARED: Train services from #Woodlands towards #Sembawang have resumed. Free regular bus service have ceased.,2:01 AM - 23 Jun 2016,2016-06-23 02:01:00,NSL,cleared,,,0.0,,
568,[NSL]UPDATE: Train service from Woodlands to Sembawang has resumed. Free regular bus from Woodlands to Sembawang is still available.,1:54 AM - 23 Jun 2016,2016-06-23 01:54:00,NSL,cleared,,,0.0,,
569,[NSL]UPDATE:Train service from Woodlands to Sembawang has resumed. Trains are still traveling at a slower speed.,1:53 AM - 23 Jun 2016,2016-06-23 01:53:00,NSL,cleared,,,8.000000000000002,Woodlands,Sembawang
570,[NSL] UPDATE: No train service from #Woodlands to #Sembawang. Check our bus guides at http://www.smrt.com.sg/Trains/Alternative-Travel-Options …,1:45 AM - 23 Jun 2016,2016-06-23 01:45:00,NSL,update,Woodlands,Sembawang,0,None,None
571,[NSL] CLEARED: Train services from #Yishun towards #YioChuKang have resumed. Free regular bus and free shuttle bus service have ceased.,1:51 AM - 11 May 2016,2016-05-11 01:51:00,NSL,cleared,,,0.0,,
572,[NSL] CLEARED: Train services from #Yishun towards #YioChuKang have resumed.,1:41 AM - 11 May 2016,2016-05-11 01:41:00,NSL,cleared,,,40.0,Yishun,Yio
573,[NSL] UPDATE: No train service from #Yishun to #YioChuKang. We are working to recover service.,1:20 AM - 11 May 2016,2016-05-11 01:20:00,NSL,update,Yishun,YioChuKang,0,None,None
574,[NSL] UPDATE: Free regular bus services are available from #Yishun to #YioChuKang.,1:09 AM - 11 May 2016,2016-05-11 01:09:00,NSL,update,Yishun,YioChuKang,0,None,None
575,[NSL] : No train service from #Yishun to #Yio Chu Kang due to a train fault. Expected resumption time: 4:25pm.,1:01 AM - 11 May 2016,2016-05-11 01:01:00,NSL,update,Yishun,Yio,0,None,None
576,[NSL] CLEARED: Train service from MarinaSouthPier to ToaPayoh has resumed. Trains may be traveling at a slower speed due to earlier fault.,3:03 AM - 3 May 2016,2016-05-03 03:03:00,NSL,cleared,,,0.0,,
577,[NSL] CLEARED: Train services between Kranji and Woodlands are now running normally.Free regular bus & shuttle bus services have ceased.,4:29 PM - 25 Apr 2016,2016-04-25 16:29:00,NSL,cleared,,,0.0,,
578,[NSL]Fault cleared but some trains & stations are still crowded due to congestion.,4:20 PM - 25 Apr 2016,2016-04-25 16:20:00,NSL,cleared,,,0.0,,
579,[NSL]CLEARED: Free public & shuttle buses are still available at affected stations between #ChoaChuKang and #Woodlands station.,3:51 PM - 25 Apr 2016,2016-04-25 15:51:00,NSL,cleared,,,0.0,,
580,[NSL] CLEARED: Train service from #Kranji to #Woodlands towards #MarinaBay has resumed.,3:49 PM - 25 Apr 2016,2016-04-25 15:49:00,NSL,cleared,,,0,None,None
581,[NSL]UPDATE: Free public & shuttle buses are now available at affected stations between #ChoaChuKang and #Woodlands station.,3:40 PM - 25 Apr 2016,2016-04-25 15:40:00,NSL,update,ChoaChuKang,Woodlands,0,None,None
582,[NSL]: No train service from #Kranji to #Woodlands towards MarinaBay. Please seek alternative transport.,3:31 PM - 25 Apr 2016,2016-04-25 15:31:00,NSL,update,Kranji,Woodlands,0,None,None
